Id,name,season,price,product_category,size,quantity,quantities_sold,collection_family,sex,color,discount,size_type,sell_through
WPS-00037,Circular Print Polo,SS25,105.99,Polo,L,99,93,Circular,Women,Caviar,0,alpha,0.484
PS-00043,Tribe Print Polo,SS25,101.99,Polo,XL,306,213,Tribe,Men,Orange Tangerine,0,alpha,0.41
L-00071,Patch Logo Sweatshirt,FS24,147.99,Sweatshirt,XXL,128,361,Patch,Men,Beige Sand,30,alpha,0.738
WL-00076,Geographic Stretch Sweatshirt,SS25,139.99,Sweatshirt,L,200,70,Geographic,Women,Navy,0,alpha,0.259
WP-00041,Morgex Pants,SS25,93.99,Pants,XL,91,106,Morgex,Women,Old Rose,0,alpha,0.538
S-00096,Geographic Print T-Shirt,FS24,42.99,T-Shirt,XS,117,351,Geographic,Men,Old Rose,20,alpha,0.75
S-00097,Tribe Quilted T-Shirt,SS25,61.99,T-Shirt,M,458,68,Tribe,Men,Bright White,0,alpha,0.129
WP-00043,Patch Pants,FS24,94.99,Pants,XL,60,274,Patch,Women,Bright Red,20,alpha,0.82
W\00025,Slate Shoes,SS25,120.99,Shoes,39,348,134,Slate,Women,Caviar,0,numeric,0.278
W\00026,Cresta Shoes,SS25,202.99,Shoes,37,163,157,Cresta,Women,Caviar,0,numeric,0.491
L-00072,Iconic Stretch Sweatshirt,FS24,109.99,Sweatshirt,XL,16,102,Iconic,Men,Beige Sand,20,alpha,0.864
L-00073,Circular Print Sweatshirt,SS25,120.99,Sweatshirt,M,61,24,Circular,Men,Yellow Sunshine,0,alpha,0.282
WP-00044,Rainforest Heritage Pants,FS24,120.99,Pants,XL,46,137,Rainforest,Women,Orange Tangerine,10,alpha,0.749
WPS-00038,Box Logo Polo,SS25,82.99,Polo,S,340,247,Box Logo,Women,Olive,0,alpha,0.421
S-00099,Box Logo Logo T-Shirt,FS24,45.99,T-Shirt,M,6,69,Box Logo,Men,Pale Mint,15,alpha,0.92
WL-00079,Box Logo Heritage Sweatshirt,SS25,133.99,Sweatshirt,L,61,32,Box Logo,Women,Burgundy,0,alpha,0.344
WS-00083,Tribe T-Shirt,FS24,39.99,T-Shirt,S,206,265,Tribe,Women,Forest Green,40,alpha,0.563
WS-00085,Box Logo Logo T-Shirt,FS24,63.99,T-Shirt,S,19,88,Box Logo,Women,Caviar,10,alpha,0.822
PS-00044,Box Logo Half-Zip Polo,SS25,83.99,Polo,L,253,298,Box Logo,Men,Green Lichen,0,alpha,0.541
S-00101,Geographic Quilted T-Shirt,SS25,54.99,T-Shirt,XL,267,170,Geographic,Men,Khaki,0,alpha,0.389
SocksPatch-0001,Patch Socks,FS24,104.99,Accessories,S,144,355,Patch,Men,Grey Melange,50,alpha,0.711
WP-00045,Box Logo Graphic Pants,SS25,104.99,Pants,XL,164,118,Box Logo,Women,Forest Green,0,alpha,0.418
N-00045,Box Logo Stripe Shorts,FS24,58.99,Shorts,S,45,204,Box Logo,Men,Bright White,20,alpha,0.819
L-00074,Tribe Print Sweatshirt,SS25,142.99,Sweatshirt,XL,317,52,Tribe,Men,Pale Mint,0,alpha,0.141
WP-00046,Rainforest Logo Pants,SS25,107.99,Pants,XS,152,16,Rainforest,Women,Green Lichen,0,alpha,0.095
L-00075,Tribe Graphic Sweatshirt,SS25,153.99,Sweatshirt,L,123,85,Tribe,Men,Forest Green,0,alpha,0.409
WPS-00039,Tribe Graphic Polo,FS24,76.99,Polo,XXL,222,310,Tribe,Women,Navy,25,alpha,0.583
WScarfGeographic-0001,Geographic Scarf,FS24,97.99,Accessories,One Size,21,178,Geographic,Women,Orange Tangerine,20,alpha,0.894
WL-00080,Tribe Heritage Sweatshirt,SS25,141.99,Sweatshirt,XL,221,233,Tribe,Women,Black Beauty,0,alpha,0.513
CapPatch-0001,Patch Cap,FS24,94.99,Accessories,One Size,36,422,Patch,Men,Caviar,20,alpha,0.921
WP-00047,Box Logo Logo Pants,FS24,120.99,Pants,XXL,230,299,Box Logo,Women,Burgundy,40,alpha,0.565
V-00021,Box Logo Heritage Swimwear,SS25,82.99,Swimwear,M,156,34,Box Logo,Men,Black Beauty,0,alpha,0.179
P-00069,Geographic Stripe Pants,SS25,138.99,Pants,XS,84,38,Geographic,Men,Black Beauty,0,alpha,0.311
WS-00087,Circular Stripe T-Shirt,FS24,76.99,T-Shirt,XL,50,305,Circular,Women,Khaki,20,alpha,0.859
S-00102,Iconic Stripe T-Shirt,FS24,52.99,T-Shirt,XXL,80,134,Iconic,Men,Green Lichen,25,alpha,0.626
WS-00088,Rainforest Logo T-Shirt,SS25,70.99,T-Shirt,L,195,35,Rainforest,Women,Grey Melange,0,alpha,0.152
N-00047,Tribe Quilted Shorts,FS24,55.99,Shorts,XL,87,123,Tribe,Men,Khaki,20,alpha,0.586
WS-00090,Box Logo Print T-Shirt,SS25,47.99,T-Shirt,XS,36,11,Box Logo,Women,Pale Mint,0,alpha,0.234
L-00076,Morgex Stretch Sweatshirt,FS24,148.99,Sweatshirt,XL,69,350,Morgex,Men,Orange Tangerine,30,alpha,0.835
WM-00041,Tribe Stretch Shirt,FS24,129.99,Shirt,XS,64,78,Tribe,Women,Free Blue,20,alpha,0.549
W\00027,Trail Graphic Shoes,SS25,156.99,Shoes,42,225,69,Trail,Women,Black Beauty,0,numeric,0.235
CapRainforest-0001,Rainforest Cap,FS24,97.99,Accessories,One Size,107,289,Rainforest,Men,Forest Green,20,alpha,0.73
BucketHatIconic-0001,Iconic Bucket Hat,FS24,110.99,Accessories,One Size,47,525,Iconic,Men,Caviar,25,alpha,0.918
N-00048,Box Logo Print Shorts,FS24,92.99,Shorts,M,197,321,Box Logo,Men,Bright White,30,alpha,0.62
S-00103,Patch Heritage T-Shirt,FS24,76.99,T-Shirt,M,28,138,Patch,Men,Caviar,15,alpha,0.831
BeltRainforest-0001,Rainforest Belt,FS24,92.99,Accessories,One Size,19,87,Rainforest,Men,Green Lichen,30,alpha,0.821
WL-00082,Circular Print Sweatshirt,FS24,110.99,Sweatshirt,XXL,108,159,Circular,Women,Snow White,30,alpha,0.596
S-00105,Patch Heritage T-Shirt,FS24,77.99,T-Shirt,L,38,152,Patch,Men,Bright White,30,alpha,0.8
WL-00083,Circular Graphic Sweatshirt,SS25,130.99,Sweatshirt,XL,143,96,Circular,Women,Caviar,0,alpha,0.402
WL-00084,Patch Heritage Sweatshirt,SS25,132.99,Sweatshirt,XXL,137,70,Patch,Women,Bright Red,0,alpha,0.338
L-00077,Geographic Quilted Sweatshirt,SS25,119.99,Sweatshirt,XXL,38,11,Geographic,Men,Beige Sand,0,alpha,0.224
W\00028,Trail Shoes,FS24,207.99,Shoes,37,41,97,Trail,Women,Caviar,25,numeric,0.703
L-00078,Iconic Logo Sweatshirt,FS24,145.99,Sweatshirt,S,30,44,Iconic,Men,Stone Grey,25,alpha,0.595
WP-00048,Iconic Quilted Pants,SS25,151.99,Pants,XS,470,91,Iconic,Women,Blue Marine,0,alpha,0.162
L-00079,Rainforest Stripe Sweatshirt,SS25,117.99,Sweatshirt,XL,241,294,Rainforest,Men,Khaki,0,alpha,0.55
S-00107,Iconic Heritage T-Shirt,SS25,69.99,T-Shirt,XS,321,40,Iconic,Men,Grey Melange,0,alpha,0.111
WS-00092,Geographic T-Shirt,FS24,39.99,T-Shirt,XS,181,377,Geographic,Women,Green Lichen,30,alpha,0.676
WToteBagBoxLogo-0001,Box Logo Tote Bag,FS24,85.99,Accessories,One Size,154,432,Box Logo,Women,Forest Green,10,alpha,0.737
L-00080,Patch Quilted Sweatshirt,SS25,106.99,Sweatshirt,XXL,71,14,Patch,Men,Olive,0,alpha,0.165
WS-00093,Tribe Graphic T-Shirt,SS25,56.99,T-Shirt,XL,100,71,Tribe,Women,Bright White,0,alpha,0.415
M-00046,Morgex Shirt,SS25,142.99,Shirt,L,184,116,Morgex,Men,Caviar,0,alpha,0.387
P-00071,Geographic Stripe Pants,SS25,144.99,Pants,M,31,35,Geographic,Men,Snow White,0,alpha,0.53
WPS-00040,Iconic Stretch Polo,FS24,69.99,Polo,XXL,47,334,Iconic,Women,Pale Mint,10,alpha,0.877
S-00108,Morgex Stripe T-Shirt,SS25,48.99,T-Shirt,L,82,65,Morgex,Men,Black Beauty,0,alpha,0.442
P-00072,Geographic Print Pants,FS24,157.99,Pants,XXL,113,339,Geographic,Men,Old Rose,15,alpha,0.75
WS-00094,Geographic Half-Zip T-Shirt,SS25,58.99,T-Shirt,S,289,24,Geographic,Women,Pale Mint,0,alpha,0.077
N-00050,Tribe Stretch Shorts,FS24,77.99,Shorts,S,124,395,Tribe,Men,Pale Mint,25,alpha,0.761
WPS-00041,Tribe Stretch Polo,SS25,90.99,Polo,M,84,48,Tribe,Women,Navy,0,alpha,0.364
WS-00095,Iconic Graphic T-Shirt,SS25,81.99,T-Shirt,XS,297,247,Iconic,Women,Grey Melange,0,alpha,0.454
P-00073,Box Logo Quilted Pants,FS24,156.99,Pants,XXL,16,67,Box Logo,Men,Snow White,15,alpha,0.807
BucketHatTribe-0001,Tribe Bucket Hat,SS25,65.99,Accessories,One Size,438,128,Tribe,Men,Grey Melange,0,alpha,0.226
S-00111,Geographic Quilted T-Shirt,SS25,92.99,T-Shirt,M,158,137,Geographic,Men,Free Blue,0,alpha,0.464
\00036,Slate Quilted Shoes,FS24,89.99,Shoes,41,159,284,Slate,Men,Navy,20,numeric,0.641
WS-00096,Geographic Logo T-Shirt,FS24,65.99,T-Shirt,L,29,97,Geographic,Women,Caviar,10,alpha,0.77
W\00029,Box Logo Graphic Shoes,SS25,173.99,Shoes,42,194,77,Box Logo,Women,Black Beauty,0,numeric,0.284
WM-00044,Tribe Shirt,SS25,89.99,Shirt,M,328,116,Tribe,Women,Blue Marine,0,alpha,0.261
WM-00045,Tribe Quilted Shirt,FS24,147.99,Shirt,L,53,117,Tribe,Women,Orange Tangerine,10,alpha,0.688
WPS-00042,Circular Polo,SS25,96.99,Polo,XXL,239,56,Circular,Women,Forest Green,0,alpha,0.19
S-00113,Geographic T-Shirt,SS25,59.99,T-Shirt,S,146,174,Geographic,Men,Forest Green,0,alpha,0.544
WP-00050,Patch Graphic Pants,FS24,95.99,Pants,L,51,101,Patch,Women,Snow White,10,alpha,0.664
WPS-00043,Circular Polo,FS24,66.99,Polo,S,16,77,Circular,Women,Forest Green,40,alpha,0.828
WM-00046,Morgex Graphic Shirt,SS25,107.99,Shirt,L,417,126,Morgex,Women,Olive,0,alpha,0.232
WPS-00045,Circular Half-Zip Polo,SS25,104.99,Polo,S,152,11,Circular,Women,Green Lichen,0,alpha,0.067
GlovesTribe-0001,Tribe Gloves,FS24,28.99,Accessories,One Size,51,297,Tribe,Men,Beige Sand,40,alpha,0.853
M-00047,Circular Half-Zip Shirt,FS24,104.99,Shirt,XS,53,210,Circular,Men,Olive,15,alpha,0.798
S-00115,Rainforest Graphic T-Shirt,FS24,52.99,T-Shirt,S,61,100,Rainforest,Men,Stone Grey,20,alpha,0.621
WS-00098,Box Logo T-Shirt,SS25,93.99,T-Shirt,M,162,154,Box Logo,Women,Burgundy,0,alpha,0.487
WS-00099,Morgex Half-Zip T-Shirt,FS24,76.99,T-Shirt,XL,22,126,Morgex,Women,Grey Melange,50,alpha,0.851
P-00074,Morgex Stretch Pants,SS25,117.99,Pants,L,267,48,Morgex,Men,Burgundy,0,alpha,0.152
P-00075,Circular Stretch Pants,FS24,144.99,Pants,XXL,14,177,Circular,Men,Bright White,15,alpha,0.927
WS-00101,Circular T-Shirt,SS25,43.99,T-Shirt,XS,394,82,Circular,Women,Pale Mint,0,alpha,0.172
\00037,Cresta Shoes,SS25,185.99,Shoes,45,108,34,Cresta,Men,Stone Grey,0,numeric,0.239
PS-00047,Tribe Polo,FS24,65.99,Polo,XS,32,113,Tribe,Men,White Whisper,25,alpha,0.779
L-00081,Circular Sweatshirt,FS24,138.99,Sweatshirt,M,21,296,Circular,Men,Bright White,25,alpha,0.934
P-00076,Iconic Stretch Pants,SS25,107.99,Pants,XXL,144,47,Iconic,Men,Black Beauty,0,alpha,0.246
N-00053,Rainforest Graphic Shorts,SS25,76.99,Shorts,XL,170,18,Rainforest,Men,Green Lichen,0,alpha,0.096
WScarfCircular-0001,Circular Scarf,FS24,80.99,Accessories,One Size,149,232,Circular,Women,Free Blue,20,alpha,0.609
GlovesCircular-0001,Circular Gloves,FS24,82.99,Accessories,One Size,79,196,Circular,Men,Snow White,25,alpha,0.713
WL-00085,Tribe Logo Sweatshirt,SS25,94.99,Sweatshirt,M,44,13,Tribe,Women,Green Lichen,0,alpha,0.228
WP-00051,Box Logo Heritage Pants,FS24,98.99,Pants,XS,88,113,Box Logo,Women,Snow White,10,alpha,0.562
WM-00048,Iconic Shirt,FS24,144.99,Shirt,S,91,489,Iconic,Women,Black Beauty,15,alpha,0.843
WPS-00046,Patch Polo,SS25,71.99,Polo,M,51,50,Patch,Women,Yellow Sunshine,0,alpha,0.495
L-00083,Circular Sweatshirt,FS24,142.99,Sweatshirt,XL,72,184,Circular,Men,Grey Melange,50,alpha,0.719
WM-00049,Morgex Half-Zip Shirt,SS25,130.99,Shirt,XS,358,25,Morgex,Women,Blue Marine,0,alpha,0.065
PS-00048,Iconic Print Polo,SS25,76.99,Polo,M,155,91,Iconic,Men,Beige Sand,0,alpha,0.37
WS-00103,Box Logo Graphic T-Shirt,FS24,39.99,T-Shirt,M,2,46,Box Logo,Women,Bright Red,10,alpha,0.958
N-00054,Tribe Quilted Shorts,FS24,93.99,Shorts,S,43,96,Tribe,Men,Old Rose,30,alpha,0.691
\00038,Trail Shoes,FS24,198.99,Shoes,46,129,208,Trail,Men,Black Beauty,20,numeric,0.617
WP-00052,Iconic Pants,SS25,107.99,Pants,XXL,383,170,Iconic,Women,Forest Green,0,alpha,0.307
N-00055,Patch Stretch Shorts,SS25,67.99,Shorts,M,447,34,Patch,Men,Yellow Sunshine,0,alpha,0.071
P-00077,Tribe Pants,SS25,152.99,Pants,S,48,7,Tribe,Men,Beige Sand,0,alpha,0.127
\00039,Cresta Shoes,SS25,129.99,Shoes,43,297,45,Cresta,Men,Orange Tangerine,0,numeric,0.132
WPS-00047,Iconic Graphic Polo,SS25,93.99,Polo,XXL,241,283,Iconic,Women,Green Lichen,0,alpha,0.54
WN-00030,Geographic Stripe Shorts,FS24,74.99,Shorts,M,46,126,Geographic,Women,Blue Marine,10,alpha,0.733
L-00084,Patch Print Sweatshirt,SS25,146.99,Sweatshirt,XXL,409,91,Patch,Men,Free Blue,0,alpha,0.182
L-00085,Tribe Heritage Sweatshirt,FS24,153.99,Sweatshirt,M,42,545,Tribe,Men,Caviar,25,alpha,0.928
WL-00087,Iconic Stretch Sweatshirt,FS24,102.99,Sweatshirt,M,12,378,Iconic,Women,Caviar,15,alpha,0.969
L-00086,Rainforest Heritage Sweatshirt,FS24,113.99,Sweatshirt,XL,34,155,Rainforest,Men,Blue Marine,20,alpha,0.82
BucketHatMorgex-0001,Morgex Bucket Hat,SS25,29.99,Accessories,One Size,89,21,Morgex,Men,Khaki,0,alpha,0.191
S-00121,Rainforest Graphic T-Shirt,SS25,91.99,T-Shirt,XXL,122,106,Rainforest,Men,Snow White,0,alpha,0.465
S-00122,Patch Stripe T-Shirt,SS25,56.99,T-Shirt,S,380,153,Patch,Men,Navy,0,alpha,0.287
WP-00053,Circular Pants,FS24,114.99,Pants,XL,59,129,Circular,Women,Free Blue,30,alpha,0.686
S-00123,Circular T-Shirt,SS25,94.99,T-Shirt,L,315,185,Circular,Men,Khaki,0,alpha,0.37
WL-00088,Tribe Logo Sweatshirt,SS25,142.99,Sweatshirt,XL,335,61,Tribe,Women,Snow White,0,alpha,0.154
S-00125,Circular Stripe T-Shirt,FS24,77.99,T-Shirt,XXL,51,279,Circular,Men,Caviar,30,alpha,0.845
BeanieIconic-0001,Iconic Beanie,SS25,30.99,Accessories,One Size,414,47,Iconic,Men,Green Lichen,0,alpha,0.102
N-00056,Iconic Graphic Shorts,FS24,91.99,Shorts,XS,170,300,Iconic,Men,Burgundy,20,alpha,0.638
S-00126,Patch Logo T-Shirt,SS25,61.99,T-Shirt,XL,376,64,Patch,Men,Old Rose,0,alpha,0.145
P-00078,Circular Stretch Pants,FS24,140.99,Pants,S,218,351,Circular,Men,Bright White,50,alpha,0.617
PS-00049,Geographic Stripe Polo,SS25,100.99,Polo,XXL,163,143,Geographic,Men,Stone Grey,0,alpha,0.467
P-00079,Iconic Heritage Pants,FS24,105.99,Pants,XXL,151,255,Iconic,Men,Bright Red,10,alpha,0.628
W\00030,Box Logo Heritage Shoes,SS25,101.99,Shoes,39,46,16,Box Logo,Women,Free Blue,0,numeric,0.258
L-00087,Tribe Sweatshirt,FS24,151.99,Sweatshirt,M,73,151,Tribe,Men,Pale Mint,20,alpha,0.674
\00041,Cresta Half-Zip Shoes,FS24,167.99,Shoes,43,268,331,Cresta,Men,Blue Marine,50,numeric,0.553
WL-00090,Iconic Print Sweatshirt,SS25,96.99,Sweatshirt,XL,321,243,Iconic,Women,Beige Sand,0,alpha,0.431
WS-00105,Tribe T-Shirt,FS24,80.99,T-Shirt,XS,105,209,Tribe,Women,Black Beauty,15,alpha,0.666
WS-00106,Morgex Logo T-Shirt,FS24,93.99,T-Shirt,L,112,184,Morgex,Women,Yellow Sunshine,20,alpha,0.622
L-00088,Circular Half-Zip Sweatshirt,FS24,107.99,Sweatshirt,XL,117,315,Circular,Men,Olive,30,alpha,0.729
V-00023,Box Logo Stripe Swimwear,FS24,64.99,Swimwear,S,69,161,Box Logo,Men,Free Blue,10,alpha,0.7
WL-00092,Tribe Half-Zip Sweatshirt,SS25,130.99,Sweatshirt,L,176,81,Tribe,Women,Petit Four,0,alpha,0.315
WPS-00048,Box Logo Polo,SS25,82.99,Polo,L,421,31,Box Logo,Women,Burgundy,0,alpha,0.069
PS-00050,Circular Graphic Polo,FS24,89.99,Polo,XS,123,382,Circular,Men,Green Lichen,20,alpha,0.756
P-00081,Patch Pants,SS25,117.99,Pants,XS,44,6,Patch,Men,Olive,0,alpha,0.12
BackpackCircular-0001,Circular Backpack,SS25,30.99,Accessories,One Size,226,191,Circular,Men,Forest Green,0,alpha,0.458
WL-00093,Box Logo Graphic Sweatshirt,SS25,100.99,Sweatshirt,XS,95,21,Box Logo,Women,Khaki,0,alpha,0.181
P-00082,Circular Pants,SS25,147.99,Pants,S,134,35,Circular,Men,Khaki,0,alpha,0.207
S-00128,Circular Logo T-Shirt,FS24,67.99,T-Shirt,XL,91,438,Circular,Men,Burgundy,25,alpha,0.828
WToteBagRainforest-0001,Rainforest Tote Bag,SS25,52.99,Accessories,One Size,96,28,Rainforest,Women,Forest Green,0,alpha,0.226
M-00048,Tribe Stripe Shirt,SS25,119.99,Shirt,XS,126,82,Tribe,Men,Caviar,0,alpha,0.394
WCapBoxLogo-0001,Box Logo Cap,FS24,87.99,Accessories,One Size,114,208,Box Logo,Women,White Whisper,15,alpha,0.646
P-00083,Circular Heritage Pants,SS25,123.99,Pants,S,216,34,Circular,Men,Caviar,0,alpha,0.136
S-00131,Morgex Half-Zip T-Shirt,SS25,66.99,T-Shirt,S,306,222,Morgex,Men,Black Beauty,0,alpha,0.42
\00042,Trail Stretch Shoes,SS25,112.99,Shoes,41,445,61,Trail,Men,Old Rose,0,numeric,0.121
V-00025,Wave Swimwear,SS25,50.99,Swimwear,S,192,159,Wave,Men,Forest Green,0,alpha,0.453
M-00049,Patch Heritage Shirt,FS24,130.99,Shirt,M,5,48,Patch,Men,Petit Four,25,alpha,0.906
WPS-00049,Rainforest Polo,FS24,104.99,Polo,XXL,7,184,Rainforest,Women,Blue Marine,25,alpha,0.963
\00044,Trail Stripe Shoes,FS24,183.99,Shoes,44,148,260,Trail,Men,Free Blue,10,numeric,0.637
S-00133,Circular Quilted T-Shirt,SS25,90.99,T-Shirt,M,299,298,Circular,Men,Burgundy,0,alpha,0.499
L-00090,Geographic Stripe Sweatshirt,FS24,169.99,Sweatshirt,L,103,219,Geographic,Men,Khaki,40,alpha,0.68
PS-00052,Box Logo Half-Zip Polo,SS25,82.99,Polo,S,153,13,Box Logo,Men,Yellow Sunshine,0,alpha,0.078
WPS-00050,Box Logo Quilted Polo,FS24,96.99,Polo,M,10,188,Box Logo,Women,White Whisper,15,alpha,0.949
M-00050,Geographic Stripe Shirt,SS25,101.99,Shirt,M,195,49,Geographic,Men,Pale Mint,0,alpha,0.201
S-00135,Rainforest Stripe T-Shirt,SS25,84.99,T-Shirt,L,122,16,Rainforest,Men,Petit Four,0,alpha,0.116
S-00136,Iconic Stretch T-Shirt,FS24,66.99,T-Shirt,XL,32,138,Iconic,Men,Bright White,30,alpha,0.812
\00046,Cresta Quilted Shoes,SS25,195.99,Shoes,42,117,32,Cresta,Men,Green Lichen,0,numeric,0.215
WS-00109,Geographic T-Shirt,FS24,74.99,T-Shirt,XXL,65,283,Geographic,Women,Petit Four,15,alpha,0.813
WP-00056,Tribe Graphic Pants,SS25,150.99,Pants,L,207,129,Tribe,Women,Grey Melange,0,alpha,0.384
SocksMorgex-0002,Morgex Socks,FS24,32.99,Accessories,M,84,107,Morgex,Men,Caviar,25,alpha,0.56
L-00092,Morgex Print Sweatshirt,SS25,158.99,Sweatshirt,M,198,57,Morgex,Men,Black Beauty,0,alpha,0.224
WP-00057,Iconic Heritage Pants,SS25,132.99,Pants,M,148,35,Iconic,Women,Grey Melange,0,alpha,0.191
WN-00031,Circular Quilted Shorts,FS24,87.99,Shorts,L,47,177,Circular,Women,Green Lichen,20,alpha,0.79
PS-00055,Tribe Stripe Polo,SS25,88.99,Polo,XXL,96,9,Tribe,Men,Blue Marine,0,alpha,0.086
WPS-00051,Iconic Stretch Polo,FS24,75.99,Polo,XS,23,127,Iconic,Women,Yellow Sunshine,25,alpha,0.847
M-00051,Tribe Logo Shirt,FS24,120.99,Shirt,XXL,34,212,Tribe,Men,Beige Sand,20,alpha,0.862
V-00026,Wave Swimwear,FS24,52.99,Swimwear,XL,132,357,Wave,Men,Stone Grey,20,alpha,0.73
WM-00053,Iconic Shirt,FS24,113.99,Shirt,L,184,409,Iconic,Women,Bright White,10,alpha,0.69
PS-00056,Morgex Polo,FS24,82.99,Polo,S,122,465,Morgex,Men,Caviar,10,alpha,0.792
BeanieBoxLogo-0001,Box Logo Beanie,FS24,61.99,Accessories,One Size,66,116,Box Logo,Men,Old Rose,15,alpha,0.637
WP-00058,Circular Pants,SS25,145.99,Pants,XS,322,94,Circular,Women,Petit Four,0,alpha,0.226
\00048,Cresta Shoes,SS25,96.99,Shoes,46,87,11,Cresta,Men,Black Beauty,0,numeric,0.112
WS-00112,Patch Half-Zip T-Shirt,SS25,42.99,T-Shirt,M,318,129,Patch,Women,Olive,0,alpha,0.289
WS-00113,Morgex Stretch T-Shirt,SS25,79.99,T-Shirt,L,193,72,Morgex,Women,Petit Four,0,alpha,0.272
WN-00032,Patch Heritage Shorts,SS25,93.99,Shorts,S,239,265,Patch,Women,Bright White,0,alpha,0.526
S-00139,Morgex Graphic T-Shirt,FS24,37.99,T-Shirt,XS,105,328,Morgex,Men,Khaki,20,alpha,0.758
W\00032,Cresta Quilted Shoes,SS25,112.99,Shoes,39,329,152,Cresta,Women,Forest Green,0,numeric,0.316
WP-00059,Patch Pants,FS24,116.99,Pants,M,56,333,Patch,Women,Black Beauty,40,alpha,0.856
P-00085,Box Logo Print Pants,FS24,125.99,Pants,XXL,140,374,Box Logo,Men,Blue Marine,40,alpha,0.728
P-00086,Morgex Pants,FS24,105.99,Pants,S,37,290,Morgex,Men,Grey Melange,20,alpha,0.887
P-00087,Box Logo Pants,FS24,122.99,Pants,M,126,368,Box Logo,Men,Blue Marine,25,alpha,0.745
M-00054,Patch Half-Zip Shirt,SS25,91.99,Shirt,L,98,23,Patch,Men,Orange Tangerine,0,alpha,0.19
WP-00061,Box Logo Pants,SS25,93.99,Pants,XXL,290,268,Box Logo,Women,Forest Green,0,alpha,0.48
WL-00096,Tribe Print Sweatshirt,FS24,139.99,Sweatshirt,XS,17,68,Tribe,Women,White Whisper,50,alpha,0.8
WM-00054,Rainforest Stretch Shirt,SS25,110.99,Shirt,S,225,195,Rainforest,Women,Blue Marine,0,alpha,0.464
WP-00062,Circular Half-Zip Pants,SS25,130.99,Pants,XS,319,89,Circular,Women,Navy,0,alpha,0.218
L-00094,Patch Logo Sweatshirt,FS24,108.99,Sweatshirt,M,70,425,Patch,Men,Forest Green,15,alpha,0.859
W\00034,Slate Heritage Shoes,SS25,172.99,Shoes,38,200,75,Slate,Women,Petit Four,0,numeric,0.273
M-00056,Geographic Half-Zip Shirt,SS25,101.99,Shirt,L,169,137,Geographic,Men,Petit Four,0,alpha,0.448
WM-00055,Circular Quilted Shirt,SS25,147.99,Shirt,XL,121,121,Circular,Women,Snow White,0,alpha,0.5
W\00035,Cresta Heritage Shoes,FS24,208.99,Shoes,41,57,86,Cresta,Women,Snow White,30,numeric,0.601
WS-00114,Geographic Print T-Shirt,SS25,89.99,T-Shirt,XL,218,219,Geographic,Women,Green Lichen,0,alpha,0.501
WM-00056,Tribe Half-Zip Shirt,SS25,127.99,Shirt,M,68,82,Tribe,Women,Navy,0,alpha,0.547
S-00142,Patch Stripe T-Shirt,FS24,87.99,T-Shirt,XXL,44,292,Patch,Men,Yellow Sunshine,25,alpha,0.869
M-00057,Morgex Stretch Shirt,SS25,147.99,Shirt,M,59,30,Morgex,Men,Blue Marine,0,alpha,0.337
\00049,Box Logo Shoes,FS24,111.99,Shoes,46,9,73,Box Logo,Men,Navy,20,numeric,0.89
N-00058,Tribe Shorts,FS24,69.99,Shorts,XL,131,264,Tribe,Men,Snow White,25,alpha,0.668
WS-00115,Rainforest Graphic T-Shirt,SS25,94.99,T-Shirt,M,72,76,Rainforest,Women,Forest Green,0,alpha,0.514
WP-00063,Tribe Print Pants,SS25,94.99,Pants,XS,325,265,Tribe,Women,Petit Four,0,alpha,0.449
S-00143,Box Logo Half-Zip T-Shirt,SS25,94.99,T-Shirt,M,278,198,Box Logo,Men,Free Blue,0,alpha,0.416
WL-00097,Iconic Print Sweatshirt,SS25,106.99,Sweatshirt,L,312,53,Iconic,Women,Old Rose,0,alpha,0.145
L-00096,Box Logo Half-Zip Sweatshirt,SS25,111.99,Sweatshirt,S,218,207,Box Logo,Men,Burgundy,0,alpha,0.487
WPS-00053,Rainforest Graphic Polo,FS24,95.99,Polo,XXL,64,110,Rainforest,Women,Bright White,30,alpha,0.632
\00050,Trail Logo Shoes,FS24,167.99,Shoes,44,96,126,Trail,Men,Black Beauty,10,numeric,0.568
P-00090,Circular Logo Pants,FS24,101.99,Pants,M,7,148,Circular,Men,Olive,25,alpha,0.955
\00051,Box Logo Shoes,FS24,103.99,Shoes,43,25,490,Box Logo,Men,Yellow Sunshine,15,numeric,0.951
WPS-00055,Rainforest Heritage Polo,FS24,83.99,Polo,XS,164,295,Rainforest,Women,Forest Green,25,alpha,0.643
\00052,Cresta Shoes,FS24,91.99,Shoes,44,176,252,Cresta,Men,Olive,15,numeric,0.589
P-00091,Iconic Stretch Pants,SS25,115.99,Pants,XL,500,88,Iconic,Men,Burgundy,0,alpha,0.15
S-00144,Tribe Stripe T-Shirt,SS25,55.99,T-Shirt,M,175,85,Tribe,Men,Navy,0,alpha,0.327
WPS-00056,Box Logo Heritage Polo,SS25,89.99,Polo,XL,72,11,Box Logo,Women,Stone Grey,0,alpha,0.133
WPS-00057,Tribe Stripe Polo,FS24,105.99,Polo,L,18,156,Tribe,Women,White Whisper,30,alpha,0.897
\00053,Cresta Print Shoes,FS24,195.99,Shoes,45,80,115,Cresta,Men,Green Lichen,10,numeric,0.59
WL-00098,Morgex Graphic Sweatshirt,FS24,132.99,Sweatshirt,XS,186,323,Morgex,Women,Old Rose,20,alpha,0.635
